Column1,State Code,County Code,Site Num,Address,State,County,City,Date Local,Days Since Last Obs,NO2 Units,NO2 Mean,NO2 1st Max Value,NO2 1st Max Hour,NO2 AQI,O3 Units,O3 Mean,O3 1st Max Value,O3 1st Max Hour,O3 AQI,SO2 Units,SO2 Mean,SO2 1st Max Value,SO2 1st Max Hour,SO2 AQI,CO Units,CO Mean,CO 1st Max Value,CO 1st Max Hour,CO AQI
28429,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,11/4/2006,1,Parts per billion,22,44,21,42,Parts per million,0.021125,0.039,11,33,Parts per billion,3.826087,10,14,14,Parts per million,0.756522,2.3,23,
28433,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,11/5/2006,1,Parts per billion,38.826087,66,19,64,Parts per million,0.01625,0.043,10,36,Parts per billion,5.217391,16,10,23,Parts per million,1.526087,2.8,0,
28437,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,11/6/2006,1,Parts per billion,48.26087,68,18,66,Parts per million,0.010583,0.027,9,23,Parts per billion,5.652174,13,10,19,Parts per million,1.643478,3,21,
28441,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,11/7/2006,1,Parts per billion,49.608696,89,9,88,Parts per million,0.014,0.037,11,31,Parts per billion,7.434783,25,11,36,Parts per million,1.721739,3.2,20,
28445,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,11/8/2006,1,Parts per billion,28.590909,67,8,65,Parts per million,0.025625,0.039,12,33,Parts per billion,5.272727,10,8,14,Parts per million,1.87,3.4,7,
28449,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,11/9/2006,1,Parts per billion,19.454545,29,8,27,Parts per million,0.022167,0.029,10,25,Parts per billion,4.521739,8,14,11,Parts per million,0.533333,0.7,23,
29823,6,73,2007,"1100 PASEO INTERNATIONAL, OTAY MESA, CA",California,San Diego,San Diego,11/10/2006,1,Parts per billion,31.695652,60,19,57,Parts per million,0.017292,0.04,10,34,Parts per billion,4.130435,7,4,10,Parts per million,1.186957,3,22,
29827,6,73,2007,"1100 PASEO INTERNATIONAL, OTAY MESA, CA",California,San Diego,San Diego,11/11/2006,1,Parts per billion,30.826087,59,9,56,Parts per million,0.026458,0.044,10,37,Parts per billion,4.652174,8,4,11,Parts per million,1.191304,2.5,1,
29831,6,73,2007,"1100 PASEO INTERNATIONAL, OTAY MESA, CA",California,San Diego,San Diego,11/12/2006,1,Parts per billion,21.086957,45,21,42,Parts per million,0.01675,0.033,9,28,Parts per billion,3.173913,4,20,6,Parts per million,0.878261,2.4,20,
29835,6,73,2007,"1100 PASEO INTERNATIONAL, OTAY MESA, CA",California,San Diego,San Diego,11/13/2006,1,Parts per billion,39,56,8,53,Parts per million,0.013125,0.032,9,27,Parts per billion,6.304348,16,5,23,Parts per million,1.234783,2.2,8,
29839,6,73,2007,"1100 PASEO INTERNATIONAL, OTAY MESA, CA",California,San Diego,San Diego,11/14/2006,1,Parts per billion,34.695652,52,6,49,Parts per million,0.003125,0.006,7,5,Parts per billion,3.73913,6,6,9,Parts per million,1.173913,2,6,
29843,6,73,2007,"1100 PASEO INTERNATIONAL, OTAY MESA, CA",California,San Diego,San Diego,11/15/2006,1,Parts per billion,36.391304,74,18,72,Parts per million,0.007917,0.018,8,15,Parts per billion,5.086957,12,19,17,Parts per million,1.490476,3.7,18,
28453,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,11/16/2006,1,Parts per billion,32,51,9,48,Parts per million,0.010417,0.02,10,17,Parts per billion,6.608696,18,12,26,Parts per million,1.291304,3.5,7,
28457,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,11/17/2006,1,Parts per billion,37.2,55,9,52,Parts per million,0.012,0.033,10,28,Parts per billion,4.818182,6,9,9,Parts per million,1.595238,3.1,22,
28461,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,11/18/2006,1,Parts per billion,40.391304,65,10,63,Parts per million,0.012042,0.031,11,26,Parts per billion,6.73913,19,10,27,Parts per million,1.821739,3.4,23,
28465,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,11/19/2006,1,Parts per billion,33.347826,60,9,57,Parts per million,0.023083,0.054,11,46,Parts per billion,5.652174,13,20,19,Parts per million,1.691304,3.5,0,
28469,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,11/20/2006,1,Parts per billion,39.73913,70,17,68,Parts per million,0.021583,0.034,9,29,Parts per billion,5.952381,16,1,23,Parts per million,1.404348,2.8,7,
28473,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,11/21/2006,1,Parts per billion,23.176471,48,20,45,Parts per million,0.027,0.044,10,37,Parts per billion,2.26087,3,4,4,Parts per million,0.847826,2.5,22,
28477,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,11/22/2006,1,Parts per billion,26.388889,39,21,37,Parts per million,0.018917,0.04,10,34,Parts per billion,1.434783,2,8,3,Parts per million,0.978261,2,23,
28481,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,11/23/2006,1,Parts per billion,20,40,23,38,Parts per million,0.025583,0.046,11,39,Parts per billion,2.043478,4,17,6,Parts per million,0.847826,1.8,0,
28485,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,11/24/2006,1,Parts per billion,20.26087,40,6,38,Parts per million,0.032542,0.044,9,37,Parts per billion,1.652174,3,4,4,Parts per million,0.734783,1.4,0,
28489,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,11/25/2006,1,Parts per billion,21.391304,44,19,42,Parts per million,0.021375,0.044,9,37,Parts per billion,1.521739,2,4,3,Parts per million,0.834783,1.9,20,
28493,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,11/26/2006,1,Parts per billion,18.956522,37,0,35,Parts per million,0.027542,0.042,9,36,Parts per billion,2.434783,9,20,13,Parts per million,0.691304,1.3,0,
28497,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,11/27/2006,1,Parts per billion,20.173913,40,6,38,Parts per million,0.027083,0.034,8,29,Parts per billion,4,12,18,17,Parts per million,0.591304,1.7,6,
28501,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,11/28/2006,1,Parts per billion,19.173913,41,20,39,Parts per million,0.02425,0.036,10,31,Parts per billion,4.086957,13,0,19,Parts per million,0.622727,1.5,20,
28505,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,11/29/2006,1,Parts per billion,31.217391,43,9,41,Parts per million,0.011667,0.025,10,21,Parts per billion,1.826087,4,9,6,Parts per million,0.821739,1.8,7,
28509,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,11/30/2006,1,Parts per billion,33.478261,51,7,48,Parts per million,0.01125,0.026,9,22,Parts per billion,2,3,4,4,Parts per million,1.3,3.7,7,
28513,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,12/1/2006,1,Parts per billion,43.826087,55,9,52,Parts per million,0.004167,0.008,7,7,Parts per billion,8.869565,34,13,49,Parts per million,1.769565,3.8,21,
28517,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,12/2/2006,1,Parts per billion,40.26087,57,9,54,Parts per million,0.005875,0.013,8,11,Parts per billion,4.130435,29,14,41,Parts per million,1.573913,3.4,0,
28521,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,12/3/2006,1,Parts per billion,34.521739,48,8,45,Parts per million,0.011125,0.029,9,25,Parts per billion,2.217391,4,6,6,Parts per million,1.4,2.9,21,
28525,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,12/4/2006,1,Parts per billion,46.590909,80,9,79,Parts per million,0.006792,0.016,8,14,Parts per billion,2.545455,6,9,9,Parts per million,2.022727,4.3,7,
28529,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,12/5/2006,1,Parts per billion,37.545455,54,7,51,Parts per million,0.009167,0.023,9,19,Parts per billion,3.5,10,13,14,Parts per million,1.872727,4,7,
28533,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,12/6/2006,1,Parts per billion,48.956522,70,9,68,Parts per million,0.005125,0.012,8,10,Parts per billion,2.826087,5,9,7,Parts per million,2.056522,4.4,7,
28537,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,12/7/2006,1,Parts per billion,56.956522,94,10,94,Parts per million,0.003,0.006,7,5,Parts per billion,3.347826,8,10,11,Parts per million,2.473913,4.7,7,
28541,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,12/8/2006,1,Parts per billion,27.347826,44,22,42,Parts per million,0.018208,0.035,13,30,Parts per billion,2.833333,8,16,11,Parts per million,1.026087,2.5,0,
28545,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,12/9/2006,1,Parts per billion,25.695652,43,9,41,Parts per million,0.029083,0.045,11,38,Parts per billion,2.173913,4,14,6,Parts per million,0.886957,1.9,0,
28549,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,12/10/2006,1,Parts per billion,13.652174,29,22,27,Parts per million,0.027917,0.041,7,35,Parts per billion,1.608696,3,1,4,Parts per million,0.508696,0.8,21,
28553,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,12/11/2006,1,Parts per billion,25.772727,39,20,37,Parts per million,0.012083,0.028,10,24,Parts per billion,1.909091,5,15,7,Parts per million,1.090909,2.1,7,
28557,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,12/12/2006,1,Parts per billion,36.565217,50,10,47,Parts per million,0.004708,0.012,9,10,Parts per billion,3.304348,8,10,11,Parts per million,1.608696,3.1,7,
28561,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,12/13/2006,1,Parts per billion,39.782609,50,17,47,Parts per million,0.00425,0.011,9,9,Parts per billion,2.391304,4,10,6,Parts per million,1.795652,3.1,7,
28565,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,12/14/2006,1,Parts per billion,37.380952,49,8,46,Parts per million,0.005458,0.014,8,12,Parts per billion,3,10,9,14,Parts per million,1.780952,3.3,7,
28569,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,12/15/2006,1,Parts per billion,23.521739,42,9,40,Parts per million,0.01925,0.028,17,24,Parts per billion,1.869565,3,10,4,Parts per million,1,2,2,
28573,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,12/16/2006,1,Parts per billion,10.913043,20,7,19,Parts per million,0.032917,0.039,17,33,Parts per billion,1.956522,5,7,7,Parts per million,0.621739,0.8,2,
28577,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,12/17/2006,1,Parts per billion,19.217391,40,19,38,Parts per million,0.01825,0.034,9,29,Parts per billion,2,5,11,7,Parts per million,0.904348,2,20,
28581,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,12/18/2006,1,Parts per billion,24,33,9,31,Parts per million,0.014,0.027,10,23,Parts per billion,1.695652,4,10,6,Parts per million,0.995652,1.7,7,
28585,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,12/19/2006,1,Parts per billion,32.086957,44,18,42,Parts per million,0.008917,0.022,10,19,Parts per billion,3.130435,12,11,17,Parts per million,1.347826,2.5,7,
28589,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,12/20/2006,1,Parts per billion,33.095238,44,18,42,Parts per million,0.007875,0.021,10,18,Parts per billion,2.142857,3,4,4,Parts per million,1.3,2.2,7,
28593,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,12/21/2006,1,Parts per billion,33.521739,47,10,44,Parts per million,0.007375,0.019,10,16,Parts per billion,2.826087,7,12,10,Parts per million,1.226087,2.8,22,
28597,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,12/22/2006,1,Parts per billion,34.347826,64,17,62,Parts per million,0.007,0.018,9,15,Parts per billion,2.913043,3,0,4,Parts per million,1.230435,2.6,20,
28601,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,12/23/2006,1,Parts per billion,30.869565,43,18,41,Parts per million,0.008708,0.022,9,19,Parts per billion,3.304348,9,15,13,Parts per million,1.373913,3.1,21,
28605,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,12/24/2006,1,Parts per billion,33.043478,54,18,51,Parts per million,0.0135,0.033,9,28,Parts per billion,3.304348,8,16,11,Parts per million,1.391304,3,20,
28609,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,12/25/2006,1,Parts per billion,37.695652,54,18,51,Parts per million,0.00775,0.019,9,16,Parts per billion,5.391304,19,11,27,Parts per million,1.317391,3.3,20,
28613,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,12/26/2006,1,Parts per billion,41.956522,57,10,54,Parts per million,0.006,0.014,9,12,Parts per billion,3.086957,5,11,7,Parts per million,1.582609,2.7,22,
28617,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,12/27/2006,1,Parts per billion,19,41,0,39,Parts per million,0.021583,0.037,10,31,Parts per billion,2.217391,4,8,6,Parts per million,0.734783,2.4,0,
28621,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,12/28/2006,1,Parts per billion,25.73913,38,18,36,Parts per million,0.008417,0.022,9,19,Parts per billion,2.086957,4,9,6,Parts per million,1.086957,2.2,21,
28625,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,12/29/2006,1,Parts per billion,30.047619,42,18,40,Parts per million,0.008762,0.019,7,16,Parts per billion,2.571429,5,12,7,Parts per million,1.314286,2.8,21,
28629,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,12/30/2006,1,Parts per billion,28.347826,42,19,40,Parts per million,0.01075,0.028,11,24,Parts per billion,3,4,14,6,Parts per million,1.265217,2.6,23,
28633,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,12/31/2006,1,Parts per billion,26.521739,46,19,43,Parts per million,0.021895,0.043,10,36,Parts per billion,2.73913,3,0,4,Parts per million,1.06087,2.2,0,
29683,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,1/1/2007,1,Parts per billion,24.434783,46,20,43,Parts per million,0.018583,0.041,10,35,Parts per billion,2.130435,3,1,4,Parts per million,0.886957,1.7,5,
29687,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,1/2/2007,1,Parts per billion,37.956522,49,18,46,Parts per million,0.006458,0.017,9,14,Parts per billion,3.173913,5,11,7,Parts per million,1.413043,3.3,7,
29691,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,1/3/2007,1,Parts per billion,28.391304,52,7,49,Parts per million,0.016167,0.027,13,23,Parts per billion,2.782609,4,7,6,Parts per million,1.004348,3.2,7,
29695,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,1/4/2007,1,Parts per billion,18.090909,30,6,28,Parts per million,0.024083,0.035,19,30,Parts per billion,2.772727,5,9,7,Parts per million,0.5,0.8,0,
29699,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,1/5/2007,1,Parts per billion,16.304348,36,18,34,Parts per million,0.022458,0.03,0,25,Parts per billion,2.26087,3,1,4,Parts per million,0.508696,0.8,18,
29703,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,1/6/2007,1,Parts per billion,30.217391,46,19,43,Parts per million,0.0125,0.028,10,24,Parts per billion,3,4,15,6,Parts per million,1.104348,2.7,21,
29707,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,1/7/2007,1,Parts per billion,31.434783,45,18,42,Parts per million,0.010292,0.026,9,22,Parts per billion,3.26087,5,9,7,Parts per million,1.308696,2,0,
29711,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,1/8/2007,1,Parts per billion,45.652174,74,9,72,Parts per million,0.005583,0.013,9,11,Parts per billion,4.478261,9,10,13,Parts per million,2.108696,4.1,19,
29715,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,1/9/2007,1,Parts per billion,42.863636,73,9,71,Parts per million,0.008667,0.022,10,19,Parts per billion,4.136364,6,14,9,Parts per million,1.922727,3.9,8,
29719,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,1/10/2007,1,Parts per billion,31.304348,55,8,52,Parts per million,0.011583,0.024,13,20,Parts per billion,3.391304,10,11,14,Parts per million,1.308696,3.4,7,
29723,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,1/11/2007,1,Parts per billion,21.434783,43,8,41,Parts per million,0.02825,0.041,18,35,Parts per billion,2.73913,4,7,6,Parts per million,0.730435,1.6,0,
29727,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,1/12/2007,1,Parts per billion,15.73913,42,20,40,Parts per million,0.024792,0.039,0,33,Parts per billion,2.347826,3,4,4,Parts per million,0.713043,2.2,21,
29731,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,1/13/2007,1,Parts per billion,24.173913,40,20,38,Parts per million,0.015042,0.034,10,29,Parts per billion,2.652174,4,4,6,Parts per million,1.008696,2.4,22,
29735,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,1/14/2007,1,Parts per billion,27.521739,47,18,44,Parts per million,0.014958,0.036,10,31,Parts per billion,3,3,0,4,Parts per million,1.086957,2,20,
29739,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,1/15/2007,1,Parts per billion,33.304348,48,7,45,Parts per million,0.011917,0.028,10,24,Parts per billion,3.26087,4,4,6,Parts per million,1.247826,3,7,
29743,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,1/16/2007,1,Parts per billion,38.695652,58,7,55,Parts per million,0.011875,0.03,10,25,Parts per billion,3.695652,7,10,10,Parts per million,1.669565,4,7,
29747,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,1/17/2007,1,Parts per billion,33,49,7,46,Parts per million,0.013042,0.033,10,28,Parts per billion,3.409091,6,10,9,Parts per million,1.363636,2.8,7,
29751,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,1/18/2007,1,Parts per billion,34.956522,50,9,47,Parts per million,0.010333,0.026,9,22,Parts per billion,3.434783,4,7,6,Parts per million,1.273913,2.4,20,
29755,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,1/19/2007,1,Parts per billion,36.521739,51,7,48,Parts per million,0.007042,0.016,9,14,Parts per billion,3.652174,5,8,7,Parts per million,1.465217,3.4,7,
29759,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,1/20/2007,1,Parts per billion,25.217391,40,20,38,Parts per million,0.014375,0.036,11,31,Parts per billion,3.086957,4,9,6,Parts per million,1.186957,2.1,0,
29763,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,1/21/2007,1,Parts per billion,23.956522,44,19,42,Parts per million,0.018833,0.042,10,36,Parts per billion,2.782609,4,10,6,Parts per million,0.995652,1.6,0,
29767,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,1/22/2007,1,Parts per billion,37.652174,53,9,50,Parts per million,0.008292,0.02,9,17,Parts per billion,4.217391,11,9,16,Parts per million,1.656522,3.5,20,
29771,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,1/23/2007,1,Parts per billion,40.434783,62,9,60,Parts per million,0.007833,0.02,9,17,Parts per billion,4.173913,8,10,11,Parts per million,1.617391,3,7,
29775,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,1/24/2007,1,Parts per billion,43.086957,58,7,55,Parts per million,0.00675,0.017,9,14,Parts per billion,4,5,7,7,Parts per million,1.882609,4.4,7,
29779,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,1/25/2007,1,Parts per billion,39.954545,52,19,49,Parts per million,0.011083,0.028,10,24,Parts per billion,3.318182,5,11,7,Parts per million,1.659091,3.1,23,
29783,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,1/26/2007,1,Parts per billion,28.47619,54,7,51,Parts per million,0.025917,0.038,12,32,Parts per billion,3.47619,6,7,9,Parts per million,1.495238,4.1,7,
29787,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,1/27/2007,1,Parts per billion,17.869565,38,6,36,Parts per million,0.023958,0.041,10,35,Parts per billion,2.956522,5,9,7,Parts per million,0.913043,1.7,7,
29791,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,1/28/2007,1,Parts per billion,21.173913,40,21,38,Parts per million,0.016833,0.036,10,31,Parts per billion,2.782609,4,10,6,Parts per million,1.117391,2.1,22,
29795,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,1/29/2007,1,Parts per billion,27.73913,45,7,42,Parts per million,0.014208,0.029,12,25,Parts per billion,3.73913,5,1,7,Parts per million,1.347826,2.7,7,
29799,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,1/30/2007,1,Parts per billion,29.952381,47,16,44,Parts per million,0.00975,0.017,19,14,Parts per billion,2.952381,4,16,6,Parts per million,1.342857,2.2,7,
29803,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,1/31/2007,1,Parts per billion,20.434783,39,7,37,Parts per million,0.027042,0.04,21,34,Parts per billion,2.347826,4,9,6,Parts per million,0.991304,1.9,7,
29807,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,2/1/2007,1,Parts per billion,13.73913,42,7,40,Parts per million,0.028958,0.039,13,33,Parts per billion,2.73913,4,7,6,Parts per million,0.765217,1,23,
29811,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,2/2/2007,1,Parts per billion,27.045455,46,20,43,Parts per million,0.01425,0.034,10,29,Parts per billion,2.954545,3,0,4,Parts per million,1.1,2.1,22,
29815,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,2/3/2007,1,Parts per billion,40.521739,67,19,65,Parts per million,0.006,0.011,6,9,Parts per billion,3.695652,6,14,9,Parts per million,0.965217,2,0,
31221,6,73,2007,"1100 PASEO INTERNATIONAL, OTAY MESA, CA",California,San Diego,San Diego,2/4/2007,1,Parts per billion,29.478261,54,17,51,Parts per million,0.019125,0.032,7,27,Parts per billion,3.782609,6,2,9,Parts per million,1.043478,2.3,0,
29819,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,2/5/2007,1,Parts per billion,47.095238,96,10,96,Parts per million,0.007462,0.019,11,16,Parts per billion,3.714286,8,10,11,Parts per million,1.538095,3.4,8,
29823,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,2/6/2007,1,Parts per billion,38.769231,56,8,53,Parts per million,0.011833,0.027,11,23,Parts per billion,3,4,4,6,Parts per million,1.273913,3.1,7,
29827,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,2/7/2007,1,Parts per billion,29.8125,56,9,53,Parts per million,0.021667,0.047,11,40,Parts per billion,2.913043,4,9,6,Parts per million,0.943478,2.1,7,
29831,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,2/8/2007,1,Parts per billion,35.363636,63,9,61,Parts per million,0.019,0.041,12,35,Parts per billion,3.272727,5,9,7,Parts per million,1.063636,2.7,7,
29835,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,2/9/2007,1,Parts per billion,33.857143,44,8,42,Parts per million,0.013261,0.027,9,23,Parts per billion,3.380952,5,14,7,Parts per million,0.890476,1.6,6,
29839,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,2/10/2007,1,Parts per billion,22.043478,36,0,34,Parts per million,0.01675,0.025,13,21,Parts per billion,2.869565,5,10,7,Parts per million,0.66087,1.3,6,
29843,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,2/11/2007,1,Parts per billion,14.826087,34,22,32,Parts per million,0.01825,0.028,13,24,Parts per billion,2.26087,3,4,4,Parts per million,0.508696,1.6,23,
29847,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,2/12/2007,1,Parts per billion,18.863636,43,8,41,Parts per million,0.025708,0.038,14,32,Parts per billion,3.045455,5,9,7,Parts per million,0.836364,1.9,7,
29851,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,2/13/2007,1,Parts per billion,12.695652,24,23,23,Parts per million,0.029958,0.037,8,31,Parts per billion,3,4,11,6,Parts per million,0.365217,0.4,5,
