Column1,State Code,County Code,Site Num,Address,State,County,City,Date Local,Days Since Last Obs,NO2 Units,NO2 Mean,NO2 1st Max Value,NO2 1st Max Hour,NO2 AQI,O3 Units,O3 Mean,O3 1st Max Value,O3 1st Max Hour,O3 AQI,SO2 Units,SO2 Mean,SO2 1st Max Value,SO2 1st Max Hour,SO2 AQI,CO Units,CO Mean,CO 1st Max Value,CO 1st Max Hour,CO AQI
31673,6,73,2007,"1100 PASEO INTERNATIONAL, OTAY MESA, CA",California,San Diego,San Diego,5/28/2007,1,Parts per billion,11,25,8,24,Parts per million,0.0335,0.042,9,36,Parts per billion,2.086957,3,6,4,Parts per million,0.534783,1,7,
31677,6,73,2007,"1100 PASEO INTERNATIONAL, OTAY MESA, CA",California,San Diego,San Diego,5/29/2007,1,Parts per billion,13.782609,23,7,22,Parts per million,0.031708,0.043,9,36,Parts per billion,2.043478,3,6,4,Parts per million,0.56087,1,7,
31681,6,73,2007,"1100 PASEO INTERNATIONAL, OTAY MESA, CA",California,San Diego,San Diego,5/30/2007,1,Parts per billion,12.227273,21,10,20,Parts per million,0.037542,0.045,9,38,Parts per billion,0.904762,3,11,4,Parts per million,0.536364,0.6,5,
31685,6,73,2007,"1100 PASEO INTERNATIONAL, OTAY MESA, CA",California,San Diego,San Diego,5/31/2007,1,Parts per billion,11.130435,17,10,16,Parts per million,0.037792,0.044,9,37,Parts per billion,0.684211,2,12,3,Parts per million,0.543478,0.6,4,
31689,6,73,2007,"1100 PASEO INTERNATIONAL, OTAY MESA, CA",California,San Diego,San Diego,6/1/2007,1,Parts per billion,12.869565,19,18,18,Parts per million,0.037333,0.046,8,39,Parts per billion,1.565217,2,8,3,Parts per million,0.630435,0.8,17,
31693,6,73,2007,"1100 PASEO INTERNATIONAL, OTAY MESA, CA",California,San Diego,San Diego,6/2/2007,1,Parts per billion,12.173913,24,9,23,Parts per million,0.035208,0.045,10,38,Parts per billion,1.782609,2,4,3,Parts per million,0.669565,0.9,8,
31697,6,73,2007,"1100 PASEO INTERNATIONAL, OTAY MESA, CA",California,San Diego,San Diego,6/3/2007,1,Parts per billion,10.217391,18,21,17,Parts per million,0.040208,0.053,10,45,Parts per billion,1.956522,2,0,3,Parts per million,0.604348,0.7,22,
30219,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,6/4/2007,1,Parts per billion,9.956522,18,6,17,Parts per million,0.047875,0.053,8,45,Parts per billion,3.043478,4,8,6,Parts per million,0.282609,0.5,13,
30223,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,6/5/2007,1,Parts per billion,8.956522,15,7,14,Parts per million,0.031458,0.035,0,30,Parts per billion,3,3,0,4,Parts per million,0.2,0.2,0,
30227,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,6/6/2007,1,Parts per billion,7.454545,14,4,13,Parts per million,0.033833,0.037,9,31,Parts per billion,3,3,0,4,Parts per million,0.190909,0.3,13,
30231,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,6/7/2007,1,Parts per billion,12.684211,25,5,24,Parts per million,0.029824,0.035,14,30,Parts per billion,3.526316,5,14,7,Parts per million,0.289474,0.5,5,
30235,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,6/8/2007,1,Parts per billion,10.478261,29,5,27,Parts per million,0.035875,0.043,21,36,Parts per billion,3.173913,4,4,6,Parts per million,0.286957,1,5,
30239,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,6/9/2007,1,Parts per billion,6.26087,10,10,9,Parts per million,0.042583,0.044,7,37,Parts per billion,3.043478,4,17,6,Parts per million,0.204348,0.3,10,
30243,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,6/10/2007,1,Parts per billion,5.521739,9,8,8,Parts per million,0.046333,0.051,11,43,Parts per billion,3,3,0,4,Parts per million,0.243478,0.3,4,
30247,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,6/11/2007,1,Parts per billion,9.3,15,22,14,Parts per million,0.039708,0.043,0,36,Parts per billion,3,3,0,4,Parts per million,0.252174,0.3,2,
30251,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,6/12/2007,1,Parts per billion,10.47619,25,7,24,Parts per million,0.0325,0.041,8,35,Parts per billion,3.142857,4,6,6,Parts per million,0.252381,0.4,4,
30255,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,6/13/2007,1,Parts per billion,13.434783,25,7,24,Parts per million,0.035792,0.052,9,44,Parts per billion,3.26087,4,7,6,Parts per million,0.265217,0.5,7,
30259,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,6/14/2007,1,Parts per billion,12.26087,20,0,19,Parts per million,0.034708,0.043,8,36,Parts per billion,3.521739,5,2,7,Parts per million,0.243478,0.3,4,
30263,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,6/15/2007,1,Parts per billion,11,18,4,17,Parts per million,0.028667,0.036,7,31,Parts per billion,3.913043,5,9,7,Parts per million,0.217391,0.3,5,
30267,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,6/16/2007,1,Parts per billion,7.521739,13,2,12,Parts per million,0.028917,0.035,8,30,Parts per billion,3.391304,5,5,7,Parts per million,0.208696,0.3,22,
30271,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,6/17/2007,1,Parts per billion,7.73913,13,4,12,Parts per million,0.033375,0.039,10,33,Parts per billion,3.173913,4,7,6,Parts per million,0.208696,0.3,2,
30275,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,6/18/2007,1,Parts per billion,10.913043,18,4,17,Parts per million,0.0345,0.04,8,34,Parts per billion,3.521739,4,4,6,Parts per million,0.204348,0.3,14,
30279,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,6/19/2007,1,Parts per billion,10.5,17,5,16,Parts per million,0.03725,0.044,8,37,Parts per billion,3.681818,5,16,7,Parts per million,0.222727,0.3,18,
30283,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,6/20/2007,1,Parts per billion,11.047619,20,6,19,Parts per million,0.0385,0.048,8,41,Parts per billion,3.380952,4,6,6,Parts per million,0.280952,0.4,6,
30287,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,6/21/2007,1,Parts per billion,11.52381,25,7,24,Parts per million,0.030542,0.039,9,33,Parts per billion,3.52381,4,4,6,Parts per million,0.280952,0.5,6,
30291,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,6/22/2007,1,Parts per billion,8.590909,17,2,16,Parts per million,0.026333,0.033,8,28,Parts per billion,3.636364,4,2,6,Parts per million,0.222727,0.3,4,
30295,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,6/23/2007,1,Parts per billion,8.086957,14,0,13,Parts per million,0.032125,0.04,10,34,Parts per billion,3.26087,4,0,6,Parts per million,0.221739,0.3,5,
30299,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,6/24/2007,1,Parts per billion,8.130435,16,23,15,Parts per million,0.034875,0.043,9,36,Parts per billion,3.347826,4,4,6,Parts per million,0.213043,0.3,9,
30303,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,6/25/2007,1,Parts per billion,12.136364,21,6,20,Parts per million,0.0305,0.039,8,33,Parts per billion,3.347826,4,6,6,Parts per million,0.221739,0.3,4,
30307,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,6/26/2007,1,Parts per billion,11.652174,18,7,17,Parts per million,0.031667,0.045,9,38,Parts per billion,3.782609,5,6,7,Parts per million,0.243478,0.3,4,
30311,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,6/27/2007,1,Parts per billion,12.095238,25,7,24,Parts per million,0.028917,0.043,9,36,Parts per billion,3.238095,4,4,6,Parts per million,0.333333,0.6,23,
30315,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,6/28/2007,1,Parts per billion,10.869565,23,1,22,Parts per million,0.027542,0.039,7,33,Parts per billion,3.478261,5,17,7,Parts per million,0.26087,0.4,0,
30319,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,6/29/2007,1,Parts per billion,9,17,10,16,Parts per million,0.02625,0.037,9,31,Parts per billion,4.478261,14,9,20,Parts per million,0.26087,0.4,10,
30323,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,6/30/2007,1,Parts per billion,8.73913,19,21,18,Parts per million,0.033958,0.047,9,40,Parts per billion,3.391304,4,10,6,Parts per million,0.282609,0.4,0,
30327,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,7/1/2007,1,Parts per billion,7.565217,17,21,16,Parts per million,0.032083,0.04,9,34,Parts per billion,3.782609,4,1,6,Parts per million,0.265217,0.4,5,
30331,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,7/2/2007,1,Parts per billion,15.304348,25,23,24,Parts per million,0.028292,0.042,9,36,Parts per billion,3.73913,4,0,6,Parts per million,0.369565,0.5,6,
30335,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,7/3/2007,1,Parts per billion,9.090909,25,8,24,Parts per million,0.030542,0.037,8,31,Parts per billion,3.545455,4,0,6,Parts per million,0.263636,0.6,8,
30339,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,7/4/2007,1,Parts per billion,8.130435,15,4,14,Parts per million,0.031083,0.041,10,35,Parts per billion,3.521739,4,0,6,Parts per million,0.256522,0.3,2,
30343,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,7/5/2007,1,Parts per billion,10.26087,19,7,18,Parts per million,0.035958,0.045,12,38,Parts per billion,3.304348,4,4,6,Parts per million,0.273913,0.4,0,
30347,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,7/6/2007,1,Parts per billion,9.521739,19,7,18,Parts per million,0.029583,0.038,8,32,Parts per billion,4.043478,5,17,7,Parts per million,0.256522,0.4,6,
30351,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,7/7/2007,1,Parts per billion,6.913043,11,6,10,Parts per million,0.035292,0.045,9,38,Parts per billion,3.826087,4,0,6,Parts per million,0.247826,0.3,1,
30355,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,7/8/2007,1,Parts per billion,5.652174,10,5,9,Parts per million,0.032625,0.036,9,31,Parts per billion,3.869565,4,1,6,Parts per million,0.165217,0.3,5,
30359,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,7/9/2007,1,Parts per billion,8.73913,14,7,13,Parts per million,0.030792,0.036,10,31,Parts per billion,4.043478,5,6,7,Parts per million,0.173913,0.3,8,
30363,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,7/10/2007,1,Parts per billion,8.304348,16,22,15,Parts per million,0.025458,0.032,9,27,Parts per billion,3.304348,4,1,6,Parts per million,0.16087,0.3,7,
30367,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,7/11/2007,1,Parts per billion,8.652174,16,7,15,Parts per million,0.021667,0.028,9,24,Parts per billion,3.608696,5,9,7,Parts per million,0.208696,0.3,6,
30371,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,7/12/2007,1,Parts per billion,9.956522,14,8,13,Parts per million,0.022542,0.032,10,27,Parts per billion,4.173913,6,8,9,Parts per million,0.230435,0.3,9,
30375,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,7/13/2007,1,Parts per billion,15.409091,25,8,24,Parts per million,0.026667,0.034,10,29,Parts per billion,4.727273,10,8,14,Parts per million,0.340909,0.5,6,
30379,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,7/14/2007,1,Parts per billion,6.434783,10,0,9,Parts per million,0.02425,0.027,7,23,Parts per billion,3.956522,4,0,6,Parts per million,0.2,0.2,0,
30383,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,7/15/2007,1,Parts per billion,6.347826,10,21,9,Parts per million,0.028917,0.035,8,30,Parts per billion,4,4,0,6,Parts per million,0.195652,0.2,1,
30387,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,7/16/2007,1,Parts per billion,7.956522,16,7,15,Parts per million,0.02775,0.033,9,28,Parts per billion,3.913043,4,0,6,Parts per million,0.204348,0.3,9,
